No1;No2;No3;No4;No5;No6;No7;No8;No9;No10;No11;No12;No13;No14;No15;No16;No17;No18;No19;No20
2;3;11;14;16;17;18;19;23;25;31;36;41;47;56;59;61;63;66;67
3;7;18;22;23;25;26;29;31;32;34;39;41;42;43;45;56;59;65;69
6;9;11;12;14;24;31;33;38;40;41;43;53;55;60;64;65;67;69;70
5;6;8;10;12;14;15;22;25;26;34;36;44;47;49;50;51;52;59;61
4;6;9;10;11;13;25;29;31;35;38;39;40;43;48;49;63;66;67;69
8;9;12;13;17;19;21;22;23;25;26;37;38;39;42;44;45;51;56;65
7;11;12;14;21;25;28;35;40;41;48;50;51;55;57;58;61;65;67;68
4;7;8;13;15;17;26;32;40;42;43;46;48;50;55;57;58;62;69;70
6;16;22;25;29;35;37;38;40;41;44;50;52;53;58;59;63;64;66;68
6;8;16;20;21;25;29;30;31;38;39;40;41;45;47;50;51;57;60;61
9;17;26;27;28;34;35;36;40;43;45;49;50;51;53;57;60;61;63;69
13;14;15;16;20;21;25;34;37;39;42;46;49;53;57;59;65;66;67;69
2;3;11;12;14;21;29;38;41;43;44;47;50;52;55;57;58;61;68;70
2;3;6;15;17;18;20;21;24;26;27;31;38;48;50;56;59;65;67;69
2;5;7;12;18;22;25;29;34;40;42;47;49;56;58;61;62;65;66;68
2;6;13;20;21;28;29;35;38;42;46;47;48;50;52;54;55;56;57;61
7;8;11;21;23;24;25;35;37;39;40;42;43;47;50;54;55;66;68;69
2;5;8;9;14;15;16;18;21;28;32;34;35;40;46;50;55;60;69;70
6;8;9;12;15;18;20;22;28;29;32;39;45;46;49;57;58;66;68;70
1;5;6;18;25;27;28;31;33;34;35;36;44;48;52;55;58;60;63;64
6;11;14;18;19;23;28;30;34;35;42;47;50;53;58;61;62;66;67;68
1;2;7;8;13;21;24;25;26;30;33;38;43;46;47;54;57;64;66;70
1;3;5;7;10;13;15;19;22;23;26;27;30;31;32;42;44;52;64;67
2;3;9;22;24;25;29;30;32;33;34;50;51;53;57;59;60;65;69;70
1;3;12;16;18;20;26;27;31;32;37;42;44;46;47;52;55;56;57;59
1;3;10;17;19;20;22;26;37;38;41;42;47;50;51;53;54;57;62;63
6;8;11;14;16;19;26;32;34;38;39;46;52;53;54;62;63;64;65;69
1;6;8;10;11;13;23;27;28;30;34;35;39;44;52;54;61;62;63;66
2;5;7;12;13;14;17;22;24;26;29;46;47;48;50;52;53;54;61;64
1;3;6;8;16;18;19;24;27;30;36;39;45;50;57;58;61;62;65;66
2;4;9;18;19;20;21;23;28;31;32;33;39;40;43;45;49;51;68;69
2;6;14;18;23;25;27;30;31;38;41;43;44;48;52;55;65;67;68;69
1;2;3;7;14;18;20;25;26;30;32;34;37;44;52;55;57;63;67;70
3;11;14;15;16;19;30;33;36;38;45;51;57;59;62;63;65;66;68;69
4;9;13;14;16;18;22;32;33;34;35;39;44;45;46;47;49;52;54;64
3;4;5;7;14;24;28;29;32;33;34;39;41;45;48;51;55;57;58;66
1;2;6;16;20;21;30;35;36;37;41;46;47;56;57;60;61;63;65;69
2;9;10;15;16;17;18;23;29;33;34;36;46;47;52;55;64;65;68;70
2;4;5;13;19;24;27;29;36;37;38;39;48;53;55;59;61;62;67;69
1;3;4;5;11;12;15;16;17;19;23;35;43;46;51;52;56;60;62;64
3;6;10;13;17;21;22;25;26;32;35;38;53;57;58;60;61;64;66;68
2;4;5;7;8;19;23;25;26;28;32;33;36;44;48;53;54;61;63;69
1;4;10;13;15;20;21;24;26;29;31;34;35;36;37;39;45;56;64;65
2;3;13;14;17;18;27;28;29;33;39;40;48;49;52;55;62;64;67;69
1;2;3;4;5;10;14;16;17;21;23;24;27;36;43;48;49;60;61;67
3;6;7;10;11;14;19;22;29;33;34;36;40;47;50;52;56;57;58;63
5;9;19;22;23;31;32;34;37;46;51;52;53;57;58;60;62;64;65;66
3;9;10;11;15;17;21;26;27;30;31;32;36;39;51;54;55;61;62;70
3;10;12;15;16;19;20;24;27;33;42;43;44;50;52;59;60;63;68;69
4;5;8;11;13;21;25;30;32;43;45;46;55;56;61;62;63;64;65;70
7;11;16;17;19;20;22;23;24;28;29;31;33;38;47;59;60;63;67;68
1;3;4;5;6;10;18;19;21;28;30;36;39;41;44;53;55;59;65;69
2;5;7;10;21;27;29;32;36;39;40;42;47;48;49;57;59;64;67;70
2;5;8;9;10;18;20;21;27;28;41;46;47;48;49;50;55;58;60;62
2;5;7;9;10;11;15;17;23;28;31;36;38;39;42;45;49;50;53;54
2;6;8;13;15;26;30;34;36;40;46;50;51;53;61;63;64;65;67;69
1;9;11;17;18;21;23;27;33;38;43;51;54;55;60;61;62;65;67;69
9;12;17;23;29;31;48;49;51;54;55;56;57;59;61;62;64;67;69;70
1;10;19;27;28;29;32;33;34;36;46;48;50;53;57;65;66;68;69;70
2;3;6;8;12;23;25;27;29;32;33;39;41;48;50;52;53;58;62;67
3;12;16;28;31;32;33;36;40;44;45;49;53;54;57;58;63;66;67;70
1;2;3;4;9;20;23;29;31;37;38;39;40;44;45;47;48;49;63;70
6;7;14;19;20;23;24;26;28;32;33;34;35;38;42;51;58;60;64;67
1;4;9;12;16;17;19;20;24;30;34;35;36;38;39;46;47;53;59;67
7;15;17;18;20;22;24;25;30;33;39;40;42;43;48;52;53;57;59;67
1;6;9;10;19;23;24;25;26;30;34;37;39;43;44;50;51;52;53;70
8;9;10;13;14;18;27;30;32;38;45;46;50;52;53;54;55;61;62;67
2;3;7;9;10;18;22;23;24;25;27;29;38;43;45;48;57;68;69;70
2;9;20;21;24;25;27;29;31;34;38;41;43;44;48;53;54;66;68;70
3;8;9;18;21;24;32;33;35;37;42;48;52;54;56;57;58;61;63;65
9;10;11;15;16;18;20;26;29;31;33;45;47;49;51;56;57;63;64;68
1;6;9;10;15;16;19;25;26;33;38;41;42;44;48;49;53;58;59;69
5;13;16;17;26;31;32;33;39;40;42;47;48;49;54;57;60;62;66;68
1;2;4;7;23;24;25;29;32;36;43;48;50;51;52;56;57;63;64;66
2;6;8;13;15;21;25;33;34;36;38;39;40;45;46;52;53;54;58;68
3;4;8;9;11;12;16;26;35;38;39;41;44;52;54;55;56;57;60;61
3;10;12;15;16;30;32;34;35;36;37;39;42;45;48;53;57;61;64;70
2;7;11;14;15;17;19;36;38;40;42;44;46;49;54;59;61;62;63;65
1;2;10;15;16;22;28;36;41;44;47;50;53;54;55;58;59;61;66;70
1;5;8;10;16;22;24;27;29;33;34;38;44;47;48;53;57;63;64;68
4;10;11;13;20;21;23;30;34;36;42;52;57;60;63;64;66;67;68;70
1;5;6;8;10;16;17;18;23;28;32;35;42;44;45;53;63;65;67;68
5;8;11;13;18;22;25;27;33;34;36;37;43;44;47;52;58;63;65;70
3;7;12;13;15;24;27;30;33;34;38;41;44;47;48;49;52;53;56;69
3;5;6;16;22;24;25;26;31;33;37;39;45;47;48;49;58;65;68;69
6;11;21;27;28;30;35;37;38;40;43;48;53;57;58;61;62;63;65;67
2;4;6;8;11;15;19;23;26;31;32;33;40;42;48;50;55;58;61;64
2;5;8;9;10;17;23;25;27;31;32;39;42;46;49;50;55;58;62;63
13;14;15;16;17;22;26;29;32;38;40;41;49;54;56;60;63;65;66;69
4;10;15;17;24;32;33;35;39;40;44;45;46;49;51;53;57;60;66;68
3;12;16;17;21;23;24;28;29;30;38;43;46;49;53;57;60;62;67;68
4;7;10;11;15;20;23;32;34;36;38;40;46;48;50;56;57;62;65;68
11;13;19;24;29;31;32;35;36;40;41;44;46;47;50;52;56;61;66;69
6;8;9;12;16;17;25;26;30;33;35;36;37;38;40;42;44;46;50;58
2;3;4;7;9;14;16;21;23;24;34;37;40;43;44;50;51;61;66;67
4;7;11;12;15;20;29;31;33;35;36;39;47;48;50;52;54;62;63;69
1;3;6;7;14;16;27;37;40;41;42;44;45;49;53;56;58;59;64;70
2;5;8;9;12;13;19;25;31;33;35;36;38;39;47;52;57;58;59;67
2;7;13;15;17;19;21;23;26;28;35;40;45;47;49;56;57;68;69;70
1;3;4;6;7;10;11;12;16;32;37;38;40;41;42;44;46;53;56;58
5;13;19;21;23;29;31;33;35;39;41;46;48;51;54;56;58;67;68;70
5;6;7;9;10;14;22;26;27;29;30;34;35;36;38;42;46;52;62;66
7;8;9;10;14;19;20;23;24;25;29;39;50;54;56;57;60;61;65;67
6;7;14;18;22;27;28;33;35;42;46;47;51;57;58;59;63;64;69;70
3;8;9;11;15;17;19;22;24;26;29;32;36;38;39;48;53;55;60;69
8;11;13;30;32;33;36;38;39;40;42;44;47;49;53;57;60;62;64;65
1;3;6;7;18;21;22;27;30;40;42;47;49;56;57;58;60;61;67;70
5;6;10;14;23;27;30;32;36;47;49;50;51;59;63;65;66;67;68;69
1;2;3;6;9;12;28;31;36;37;40;41;43;50;51;55;56;58;67;69
4;7;10;13;16;19;20;23;26;27;28;29;30;33;42;46;50;51;55;67
2;14;18;19;20;22;25;27;37;39;46;56;58;59;62;64;66;67;68;70
3;5;7;11;12;15;20;25;26;27;28;37;38;41;47;50;53;57;62;70
3;4;5;10;11;15;16;18;24;31;32;42;46;50;53;55;62;67;68;70
4;5;6;9;10;15;17;23;24;25;29;30;33;36;38;47;48;53;58;60
7;8;9;12;17;23;25;31;35;36;37;40;46;49;50;57;61;64;67;68
3;10;13;15;16;22;26;36;37;42;43;49;51;55;59;60;63;64;65;68
5;6;14;16;18;24;31;33;34;35;40;43;44;49;52;61;63;64;67;70
3;6;9;10;11;17;18;20;22;26;27;31;41;42;46;57;61;63;64;65
1;2;4;5;11;14;19;22;24;26;28;30;32;41;44;50;57;61;65;68
1;6;12;14;26;27;29;30;31;36;38;42;44;49;50;54;55;58;60;65
4;6;7;9;12;14;19;20;30;33;36;37;40;48;53;55;56;59;63;67
3;14;16;20;25;27;31;36;38;41;44;46;47;48;49;60;62;64;68;69
14;17;19;20;26;27;29;34;37;38;41;47;52;54;58;60;61;65;67;70
1;4;5;12;14;16;26;31;32;35;36;38;43;44;47;54;55;56;64;70
4;7;9;10;14;16;20;23;24;27;32;35;37;42;43;44;48;52;53;69
1;6;12;14;19;20;24;25;27;32;34;38;39;41;43;44;56;62;63;67
1;2;5;7;8;14;22;23;29;36;40;42;44;48;49;51;54;63;67;70
1;2;3;6;8;12;16;18;27;29;30;40;45;46;47;55;57;61;67;68
2;6;14;17;21;23;26;34;35;37;43;45;46;47;50;53;57;61;63;65
1;5;12;19;20;22;23;28;30;35;36;39;40;41;42;43;44;52;55;64
1;7;11;13;15;23;28;32;33;34;35;37;40;42;44;47;48;49;55;60
3;6;8;9;14;15;17;22;24;30;32;34;37;42;44;49;55;58;61;63
4;11;15;26;27;30;37;38;40;43;45;48;50;51;55;59;61;64;66;70
4;5;7;11;15;16;21;31;34;35;44;46;49;51;54;56;57;63;64;67
1;2;7;15;18;30;32;35;36;46;48;49;52;54;55;58;59;60;66;70
1;6;23;25;28;30;32;33;34;40;45;46;47;55;58;63;65;67;68;69
6;10;12;16;17;19;23;24;29;31;32;35;37;45;48;54;60;64;65;67
3;5;7;10;12;15;20;21;23;24;31;35;37;39;41;43;55;61;67;68
2;11;13;17;20;22;24;25;32;42;50;54;55;56;59;60;61;62;67;68
4;7;10;13;14;22;29;31;35;37;38;42;43;49;52;58;59;60;69;70
2;5;6;8;12;15;16;26;27;33;37;41;43;55;56;57;61;62;64;65
2;4;10;14;15;18;19;21;25;29;34;35;38;39;41;44;49;54;60;66
5;6;12;14;19;21;28;29;31;33;36;37;39;42;45;46;48;56;62;65
1;2;4;10;11;13;15;19;20;27;31;35;41;42;43;46;63;64;65;70
3;5;8;10;13;16;18;22;27;31;34;35;38;39;48;50;53;55;61;70
4;9;12;22;23;27;28;29;34;35;41;42;44;46;52;56;63;64;66;67
2;4;12;13;16;19;20;24;26;32;36;45;48;50;53;54;55;62;65;69
1;5;6;11;14;17;18;20;23;24;26;27;37;39;42;46;54;62;68;70
2;4;8;10;11;13;23;24;25;27;28;36;39;40;45;49;56;58;59;70
3;13;16;17;21;22;30;33;35;44;46;47;49;52;53;56;59;60;61;69
8;10;11;19;21;26;27;32;34;46;49;52;55;58;60;61;63;65;67;68
2;4;5;7;11;12;14;15;19;27;33;35;38;39;47;55;63;64;69;70
4;19;20;21;22;34;36;39;45;46;48;49;50;56;58;60;61;63;64;68
6;14;15;16;17;21;30;33;34;39;43;44;49;53;55;57;58;59;65;66
3;5;15;19;24;25;26;29;32;37;38;39;40;45;47;49;53;57;64;65
2;5;7;14;16;18;21;29;35;39;42;45;47;54;57;62;63;64;65;68
3;11;15;17;19;22;24;30;37;40;42;45;49;53;56;61;63;67;69;70
6;8;9;12;16;22;27;29;30;33;42;43;45;49;52;55;61;63;64;68
8;10;11;12;19;23;25;27;33;38;41;43;44;46;50;53;57;58;61;69
7;15;16;19;25;26;27;36;38;40;41;43;45;52;53;54;55;57;63;65
3;12;13;19;21;29;30;34;35;38;43;45;46;49;52;58;59;62;68;70
4;5;10;19;22;25;29;34;36;40;42;43;46;47;48;49;51;56;66;67
1;8;15;20;21;25;27;29;30;32;33;41;42;46;48;51;54;66;67;69
3;5;9;11;12;18;21;23;26;27;30;31;32;39;43;45;50;51;52;70
1;5;7;9;10;11;20;21;33;41;43;45;52;57;60;61;63;66;67;69
3;5;8;12;18;19;24;26;27;28;34;35;40;43;46;47;49;51;66;67
6;7;8;10;11;13;16;17;23;33;42;43;45;49;50;57;58;59;62;69
1;6;10;12;13;16;22;31;34;36;37;39;40;48;54;55;62;63;66;70
4;7;9;10;13;14;17;18;23;25;32;33;37;41;46;57;61;62;63;66
13;15;16;17;19;26;29;30;33;37;38;40;45;47;50;61;62;64;67;68
5;9;10;16;21;24;26;27;30;34;43;44;45;47;48;57;59;62;65;68
8;10;18;20;21;23;27;29;30;32;34;37;38;40;44;50;58;63;66;67
2;4;5;8;9;13;15;17;21;24;36;39;40;43;45;47;48;58;65;67
4;6;8;10;14;16;18;23;24;26;27;32;34;39;44;49;50;59;68;70
7;9;14;15;19;20;21;24;25;27;29;30;35;42;45;46;52;57;66;69
5;7;8;9;16;18;19;23;26;30;31;32;34;38;41;45;61;64;66;68
3;12;16;18;23;25;30;32;33;38;40;42;43;50;52;54;58;62;64;68
3;7;8;9;11;12;13;17;18;24;25;26;36;54;56;58;59;61;64;69
1;2;5;7;9;12;13;15;17;23;28;31;36;51;52;53;58;61;66;70
5;7;8;12;18;20;21;22;24;28;29;31;34;35;40;45;46;57;61;66
1;2;5;10;23;30;33;36;37;41;46;47;52;53;55;56;59;60;69;70
1;2;3;5;20;21;22;23;25;28;37;39;40;42;43;46;52;56;66;67
5;8;10;12;14;15;22;25;36;40;43;47;48;56;57;59;60;63;68;70
1;3;4;11;12;18;20;23;30;36;46;47;56;57;60;62;64;66;67;69
3;9;10;18;20;24;26;27;30;32;33;34;39;43;44;48;51;53;57;66
3;6;8;9;15;24;25;26;28;32;35;38;44;46;47;58;63;65;67;69
9;12;17;18;19;24;28;30;32;35;38;41;44;45;47;50;52;55;63;68
2;4;5;10;13;16;23;24;31;32;34;36;38;42;45;51;55;63;64;68
1;4;5;6;10;19;23;25;26;27;29;30;36;37;41;51;56;57;61;67
12;14;22;23;24;29;31;32;40;42;44;46;47;49;51;52;60;67;69;70
2;8;9;12;19;21;26;31;33;34;37;38;41;42;47;52;54;56;57;61
2;3;5;10;12;17;26;34;40;45;48;53;54;55;59;63;64;66;67;69
1;4;8;13;15;22;25;26;28;37;38;39;44;45;48;52;65;68;69;70
4;7;8;10;11;14;16;26;32;33;34;40;44;51;52;54;59;63;64;65
3;5;6;7;15;22;23;27;29;32;34;43;45;47;54;58;59;64;66;70
1;6;8;13;24;26;27;29;36;38;42;43;44;48;52;53;56;67;68;69
2;8;10;11;14;17;21;22;29;30;31;32;39;43;46;49;51;53;58;63
1;8;9;12;16;20;27;28;31;36;40;45;48;51;54;55;60;61;62;65
2;6;8;10;12;13;16;19;21;25;28;36;37;39;42;57;58;60;65;68
5;7;9;14;16;20;21;23;28;34;36;37;43;44;47;52;62;65;68;69
5;6;9;11;13;16;18;21;22;28;29;38;40;42;47;53;54;55;62;67
7;9;13;14;17;18;26;31;33;34;37;41;55;57;58;62;67;68;69;70
2;3;6;7;10;11;12;13;20;30;32;36;38;40;42;43;46;47;64;65
2;12;22;23;27;28;32;33;35;39;45;47;50;55;56;57;58;63;66;67
4;6;7;10;13;16;18;19;21;23;24;26;29;39;46;48;51;52;63;69
4;8;12;13;19;21;23;25;27;33;34;48;52;54;56;57;58;62;65;70
1;4;6;16;17;19;21;25;27;35;36;38;41;44;45;51;52;55;60;62
1;6;13;21;24;26;29;32;34;38;40;46;47;48;53;54;58;61;67;70
1;10;21;22;23;24;27;28;29;30;31;33;42;44;45;49;59;60;67;68
1;6;8;9;10;13;15;21;22;23;25;28;35;38;39;46;48;52;61;65
3;5;8;9;16;19;26;34;38;39;41;42;44;46;59;62;64;66;68;69
7;10;13;14;15;19;20;25;28;36;37;38;41;43;47;48;51;52;62;67
2;4;9;10;20;22;23;24;27;36;39;40;41;44;45;47;48;49;52;65
3;6;9;11;13;24;27;30;37;39;40;43;44;45;51;57;60;64;67;69
1;3;14;18;20;21;23;24;27;28;30;32;45;46;48;49;58;63;66;68
1;4;12;17;21;22;24;25;27;35;37;40;41;44;48;51;55;56;62;68
1;11;12;14;20;23;25;30;33;36;39;40;41;45;48;52;58;62;69;70
4;5;6;7;9;18;23;34;43;44;45;48;51;52;55;56;57;59;60;64
2;5;6;8;9;16;19;26;27;33;35;39;41;45;47;49;59;65;68;69
8;11;14;22;25;26;31;32;34;36;37;43;46;47;50;56;57;61;62;69
1;10;21;27;31;33;34;40;42;45;49;50;51;52;63;64;65;66;67;69
1;4;5;13;18;19;25;33;49;53;55;56;57;58;59;61;63;64;66;67
5;6;10;13;15;16;18;24;25;34;41;43;44;47;53;55;58;67;68;70
1;3;4;8;15;19;21;23;24;36;42;46;49;53;58;59;60;62;64;68
4;5;14;16;17;19;24;26;27;29;34;36;37;40;41;45;47;50;59;61
1;3;4;5;6;11;12;16;22;24;35;37;45;49;51;56;57;58;60;66
6;13;15;22;25;26;28;30;32;35;37;38;44;51;57;58;62;63;66;69
2;14;16;17;21;22;23;25;32;33;34;37;38;39;40;43;44;48;55;63
1;3;6;17;21;22;23;26;31;33;34;37;38;48;51;54;55;61;67;69
2;3;6;12;14;17;23;27;31;33;41;44;45;47;50;51;59;62;68;70
4;6;8;11;13;15;18;19;26;29;32;33;34;41;43;54;59;64;65;69
1;5;6;9;10;17;19;20;30;33;37;41;46;48;49;50;56;58;59;63
4;5;7;11;13;18;22;26;27;31;32;39;47;50;53;54;63;64;66;67
3;8;10;12;15;21;23;26;29;32;41;43;44;47;48;51;53;59;61;63
1;3;6;7;8;10;11;13;17;22;23;28;29;34;35;40;49;59;61;67
4;5;7;12;14;20;27;30;31;33;37;40;45;47;48;50;52;56;57;64
1;2;7;12;13;14;15;16;24;25;34;35;37;41;43;49;60;64;66;70
3;4;7;16;18;19;20;23;24;25;27;32;43;45;49;55;58;63;66;67
3;4;8;14;18;19;30;31;33;37;39;41;42;44;50;54;57;60;65;66
1;4;10;22;23;25;27;28;32;36;37;39;46;48;52;53;54;55;61;64
5;7;9;11;12;13;20;21;23;26;37;42;45;48;51;59;61;65;66;69
11;14;19;23;25;27;30;31;36;43;49;50;53;54;55;58;59;62;63;67
2;7;15;18;20;22;24;28;29;32;34;35;39;41;46;48;50;52;56;63
13;14;15;16;22;24;31;37;38;42;45;47;48;50;51;54;55;60;65;70
2;4;5;6;7;16;17;25;32;40;42;44;45;46;48;51;52;54;56;67
6;7;19;23;25;26;28;34;35;37;45;46;49;51;53;56;58;66;67;68
2;5;12;14;17;23;24;26;27;29;40;43;48;55;56;57;60;61;63;68
2;5;7;11;12;14;16;17;25;27;29;30;35;41;43;53;54;55;67;70
7;12;13;15;20;24;28;29;30;33;39;41;42;47;51;57;60;63;64;66
2;9;11;12;13;14;18;30;33;35;38;45;47;53;55;58;63;65;67;69
1;3;9;24;26;28;35;36;39;44;47;51;54;55;58;61;64;66;68;70
1;3;10;12;13;16;27;29;32;35;40;45;47;50;52;55;56;65;66;67
3;7;13;14;17;26;28;30;33;36;39;43;45;52;58;59;63;64;66;67
3;4;7;8;9;10;13;18;26;34;35;37;41;50;51;56;57;62;65;67
1;10;11;17;18;19;21;26;36;38;40;50;52;54;55;56;62;63;67;69
1;2;6;12;13;19;23;26;28;29;42;46;47;48;50;51;60;61;64;65
2;7;10;12;14;15;16;20;25;26;29;36;39;46;47;58;63;66;67;70
1;2;11;13;18;25;28;29;31;32;36;37;39;42;46;48;56;62;64;65
5;8;12;23;30;32;34;35;39;43;44;48;51;56;58;60;63;65;68;70
3;4;5;11;12;21;22;23;34;40;43;45;47;52;53;57;59;62;63;64
1;3;4;9;12;14;17;20;25;29;30;37;39;41;42;53;54;57;61;67
2;3;7;18;19;20;27;30;31;32;36;41;43;50;51;52;56;61;63;69
2;13;15;17;20;22;23;26;31;34;40;42;43;45;46;49;65;66;67;68
1;4;6;10;11;12;16;18;19;22;23;25;28;32;40;42;43;53;60;62
4;6;10;14;19;20;22;29;30;34;36;43;48;51;54;55;62;64;68;69
3;9;12;16;17;22;23;27;28;35;47;49;51;54;55;58;62;66;67;70
2;3;4;11;15;19;27;29;30;33;34;36;39;44;45;50;55;61;66;70
2;3;4;7;9;10;14;22;23;26;33;39;42;44;50;51;52;58;59;61
3;4;8;10;11;17;22;24;27;32;33;36;37;49;53;57;59;63;65;69
4;6;7;9;14;17;20;21;24;31;36;37;43;45;47;48;58;59;68;69
3;5;6;8;14;15;20;23;25;28;31;34;35;38;46;55;57;61;66;68
5;8;10;14;15;17;18;21;25;34;42;44;51;52;53;57;59;60;62;66
2;3;4;10;15;16;17;19;20;24;36;40;43;44;49;53;55;58;60;70
1;8;10;12;16;18;19;23;29;31;35;37;40;41;44;50;58;63;68;69
2;8;12;17;18;29;30;37;40;48;49;52;54;55;56;61;63;64;67;69
4;9;11;14;22;23;29;30;31;33;36;38;39;47;50;53;58;60;67;70
1;6;11;12;14;18;19;20;23;27;29;37;43;44;47;50;55;56;61;66
2;9;10;16;18;24;25;30;32;37;40;48;50;53;54;55;57;58;64;68
7;12;14;17;23;24;26;29;33;34;35;36;41;42;46;47;53;54;57;65
5;6;10;12;14;15;18;20;23;25;29;36;44;46;47;48;49;58;59;61
9;11;16;17;19;25;27;30;32;45;47;49;52;54;56;59;62;66;67;68
3;4;5;7;8;9;10;11;13;14;17;24;26;28;30;46;53;54;55;68
4;7;8;10;11;12;13;23;28;29;30;31;35;38;41;46;52;59;67;68
4;6;13;14;15;18;21;23;27;29;34;38;45;48;51;52;60;62;63;64
13;15;17;26;27;31;33;38;39;40;53;54;55;57;58;59;60;63;66;69
3;4;5;9;10;16;23;25;31;32;38;42;48;50;52;54;56;63;64;66
5;6;7;13;14;19;20;29;34;36;41;42;51;52;54;57;59;64;66;70
2;5;7;9;13;19;22;26;28;35;40;47;50;53;56;57;62;64;66;69
9;16;17;20;21;22;26;31;33;34;35;37;40;42;48;50;58;59;62;69
11;12;13;15;18;32;33;35;36;37;40;46;51;52;55;57;58;61;63;68
1;5;12;17;21;23;26;31;33;35;36;40;44;46;49;51;53;64;67;69
1;2;4;23;28;29;30;34;35;37;44;53;54;55;57;58;60;63;65;68
5;7;9;14;23;24;25;26;29;30;37;43;45;50;51;52;60;61;64;66
1;8;9;10;15;18;20;24;32;35;47;49;51;55;58;61;62;66;68;69
3;19;20;21;22;24;25;32;33;35;36;38;40;43;44;48;55;61;67;69
5;7;8;10;12;13;17;19;21;23;31;37;45;46;48;53;54;57;62;63
2;3;6;14;17;19;24;25;30;34;39;40;44;45;46;50;54;63;67;69
5;9;13;16;17;26;27;29;35;36;38;39;46;47;51;55;60;63;66;68
3;10;11;12;15;20;23;25;33;37;42;49;56;58;59;61;62;64;65;70
4;7;10;12;19;28;29;31;32;33;38;43;44;45;52;57;58;59;60;67
1;2;6;11;16;17;21;22;23;27;29;30;33;43;44;46;48;49;64;66
3;4;9;19;22;24;25;40;41;43;46;56;60;62;63;64;65;66;67;68
4;8;9;11;14;25;26;31;32;33;38;40;47;49;53;55;56;57;60;67
4;8;9;14;15;23;27;30;35;36;38;42;45;52;55;61;62;64;67;68
15;20;21;22;24;29;32;33;39;40;41;46;50;52;57;59;60;62;65;70
6;10;11;12;18;27;29;32;34;37;38;46;47;52;57;58;59;61;65;66
1;2;9;10;13;14;18;23;27;30;38;44;51;52;53;55;56;65;66;69
6;7;8;9;14;18;21;27;28;31;32;35;39;42;43;44;49;59;66;67
9;11;17;24;30;31;35;39;40;43;44;49;50;51;61;64;66;68;69;70
4;16;21;22;25;28;31;32;36;42;43;44;45;48;50;55;63;64;66;70
5;7;10;11;17;20;21;22;29;32;35;44;46;49;53;54;56;64;66;69
1;2;3;4;7;10;13;14;20;22;34;36;38;45;50;52;57;61;68;70
5;8;17;18;19;27;28;29;30;32;33;35;42;44;46;50;52;53;61;67
4;10;12;26;32;33;34;40;43;48;49;50;51;53;54;59;63;64;66;68
7;12;14;15;16;19;27;28;31;34;39;44;46;47;48;51;57;62;64;66
1;3;4;9;10;16;18;22;26;28;33;39;42;51;52;54;56;61;65;69
3;7;8;10;16;19;21;28;29;35;36;38;40;44;49;51;55;61;62;68
1;2;4;5;10;16;17;28;30;37;38;39;42;45;50;59;63;64;69;70
1;3;4;5;7;11;14;15;16;19;25;29;36;37;38;40;54;55;61;62
6;9;11;16;17;20;25;30;31;35;39;43;44;46;47;49;53;54;59;70
2;3;10;16;18;21;27;28;30;31;33;37;41;48;54;55;57;63;68;70
7;12;15;17;19;20;21;24;34;35;41;42;47;49;51;57;61;64;65;66
3;4;8;11;12;13;15;18;22;25;29;35;37;39;43;47;49;53;64;67
6;10;13;14;16;17;21;22;23;24;28;30;36;37;38;43;51;53;62;68
3;5;6;10;14;16;17;23;29;33;34;35;37;42;43;44;51;58;59;62
2;7;9;10;12;20;21;23;24;26;29;31;33;34;37;39;42;44;49;50
5;7;8;19;23;29;31;32;33;36;38;40;43;44;45;47;52;56;67;69
3;5;6;7;9;16;18;21;28;29;34;37;38;41;46;50;51;54;57;65
5;11;16;20;29;36;41;42;46;48;49;52;55;56;58;61;63;64;69;70
1;2;3;4;17;20;32;35;36;38;40;42;50;55;56;58;60;62;65;70
1;3;13;14;15;17;23;24;25;26;27;29;31;38;41;43;57;63;68;69
2;6;15;16;18;32;37;40;42;45;47;49;52;54;56;58;60;61;63;65
1;8;11;12;13;20;21;22;23;24;30;33;34;36;38;48;59;66;68;70
5;8;9;12;14;21;24;26;32;37;38;40;46;48;51;53;54;60;61;66
2;4;5;6;8;9;24;25;26;31;32;33;34;37;43;49;57;58;62;66
2;12;13;23;27;28;30;35;38;39;41;45;46;47;51;53;57;63;65;68
2;5;8;12;20;21;22;23;25;26;31;32;37;40;49;51;60;61;63;70
1;10;17;18;22;25;26;31;32;33;35;36;39;44;46;49;55;60;64;68
8;9;13;19;22;23;25;27;29;30;31;32;34;39;43;44;53;59;65;67
2;6;13;15;19;20;27;28;31;36;37;42;48;50;56;57;59;62;65;70
1;5;9;12;13;14;23;33;35;38;39;43;48;54;55;61;64;67;68;70
4;5;7;10;15;27;29;31;35;36;37;39;47;49;50;54;61;63;65;70
1;4;5;9;11;14;19;21;22;23;25;27;28;34;38;39;41;42;55;57
1;2;6;7;9;13;16;17;20;23;27;38;39;41;42;48;54;55;57;65
7;8;15;16;18;21;23;25;33;37;43;44;48;55;56;57;62;68;69;70
1;3;4;6;12;23;24;27;28;32;33;34;41;42;44;46;47;49;57;66
2;4;7;13;15;16;17;19;24;26;28;33;34;36;37;41;44;55;62;66
1;6;7;12;15;21;23;26;27;33;36;39;50;55;56;60;63;64;65;67
